slang,formal
ilfil,tidak suka
imho,in my humble opinion
imoetz,imut
item,hitam
iye,iya
jaim,jaga image
jayus,tidak lucu
jem,jam
jgnkan,jangankan
jir,anjing
jubir,juru bicara
jutek,galak
kab,kabupaten
kabor,kabur
kacrut,kacau
kadiv,kepala divisi
kalo,jika
kampret,sialan
kamtibmas,keamanan dan ketertiban masyarakat
kamuwh,kamu
kanwil,kantor wilayah
kasubbag,kepala subbagian
katrok,kampungan
kayanya,kayaknya
kbr,kabar
kdu,harus
kec,kecamatan
kejurnas,kejuaraan nasional
kekeuh,keras kepala
kepengen,mau
kepsek,kepala sekolah
kesbang,kesatuan bangsa
kesra,kesejahteraan rakyat
ketrima,diterima
kgiatan,kegiatan
kibul,bohong
kimpoi,kawin
klianz,kalian
kmps,kampus
knal,kenal
kodya,kota madya
komdis,komisi disiplin
komsov,komunis sovyet
kopdar,kopi darat
korup,korupsi
krenz,keren
ktr,kantor
kuper,kurang pergaulan
lam,salam
lamp,lampiran
lanud,landasan udara
latgab,latihan gabungan
lebay,berlebihan
lelet,lambat
lemot,lambat
litbang,penelitian dan pengembangan
lmyn,lumayan
lo,kamu
lola,lambat berfikir
louph,cinta
low,kalau
lp,lupa
luber,"langsung, umum, bebas, dan rahasia"
luchuw,lucu
lum,belum
luthu,lucu
lwn,lawan
mabal,bolos
macih,masih
maem,makan
magabut,makan gaji buta
mak jang,kaget
mam,makan
maneh,kamu
maniez,manis
melu,ikut
mepet,dekat sekali
mgu,minggu
migas,minyak dan gas bumi
mikol,minuman beralkohol
miras,minuman keras
mngkn,mungkin
mokad,mati
moso,masa
mpe,sampai
mt,makan teman
mubes,musyawarah besar
mulu,terus
mumpung,selagi
munas,musyawarah nasional
muntaber,muntah dan berak
musti,mesti
muupz,maaf
n,dan
nanam,menanam
napi,narapidana
napza,"narkotika, alkohol,psikotropika, dan zat adiktif"
narkoba,"narkotika, psikotropika, dan obat terlarang"
nasgor,nasi goreng
ndiri,sendiri
nekolin,neokolonialisme
ngabuburit,menunggu berbuka puasa
ngambil,mengambil
nganggur,tidak punya pekerjaan
ngapah,kenapa
ngaret,terlambat
ngebandel,berbuat bandel
ngegosip,bergosip
ngeklaim,mengklaim
ngeksis,menjadi eksis
ngeles,berkilah
ngelidur,menggigau
ngerampok,merampok
ngibul,berbohong
ngiler,mau
ngisiin,mengisikan
ngubek2,mencari-cari
nih,ini
niyh,nih
np,now playing
numpuk,bertumpuk
nyekar,menyekar
nyicil,mencicil
nyoblos,mencoblos
nyokap,ibu
ogah,tidak mau
ol,online
ongkir,ongkos kirim
oot,out of topic
otda,otonomi daerah
pacal,pacar
pansus,panitia khusus
parpol,partai politik
pasutri,pasangan suami istri
pelatnas,pemusatan latihan nasional
pemda,pemerintah daerah
pemkot,pemerintah kota
pemred,pemimpin redaksi
penjas,pendidikan jasmani
perda,peraturan daerah
pesenan,pesanan
pgang,pegang
pilkada,pemilihan kepala daerah
pisan,sangat
pmrnth,pemerintah
polantas,polisi lalu lintas
ponpes,pondok pesantren
pp,pulang pergi
prg,pergi
psen,pesan
pswt,pesawat
pw,posisi nyaman
rakor,rapat koordinasi
ranmor,kendaraan bermotor
re,reply
ref,referensi
rehab,rehabilitasi
repp,balas
restik,reserse narkotika
rhs,rahasia
ru,baru
ruko,rumah toko
rusunawa,rumah susun sewa
ruz,terus
saia,saya
salting,salah tingkah
sapose,siapa
satpam,satuan pengamanan
sbh,sebuah
se7,setuju
sebelas dua belas,mirip
sembako,sembilan bahan pokok
sendratari,seni drama tari
shg,sehingga
siech,sih
sikon,situasi dan kondisi
sinetron,sinema elektronik
siramin,siramkan
skalian,sekalian
slesai,selesai
slma,selama
slsai,selesai
soljum,sholat jumat
songong,sombong
sory,maaf
sosek,sosial-ekonomi
spa,siapa
sppa,siapa
srtfkt,sertifikat
sumpek,sempit
tajir,kaya
tau,tahu
teh,kakak perempuan
telat,terlambat
telmi,telat berpikir
tengil,menyebalkan
tepar,terkapar
tggu,tunggu
tgu,tunggu
thankz,terima kasih
tilang,bukti pelanggaran
tipiwan,tvone
tks,terima kasih
tls,tulis
tmen2,teman-teman
tmpah,tumpah
tngu,tunggu
tnyta,ternyata
tokai,tai
toserba,toko serba ada
trdhulu,terdahulu
trm,terima
ts,penulis
tst,tahu sama tahu
tuir,tua
ul,ulangan
unyu,lucu
uplot,unggah
urang,saya
usah,perlu
valas,valuta asing
w/,dengan
wadir,wakil direktur
wamil,wajib militer
warteg,warung tegal
wat,buat
wtf,what the fuck
xixixi,tertawa
ya,iya
yaudah,ya sudah
yawdah,ya sudah
yl,yang lain
yowes,ya sudah
7an,tujuan
ababil,abg labil
acc,accord
adlah,adalah
adoh,aduh
aha,tertawa
aka,dikenal juga sebagai
akko,aku
akku,aku
akyu,aku
aljasa,asal jadi saja
ambl,ambil
aplot,unggah
apva,apa
asap,sesegera mungkin
aseek,asyik
asek,asyik
aseknya,asyiknya
asoy,asyik
astrojim,astagfirullahaladzim
ath,kalau begitu
atuh,kalau begitu
ava,avatar
aws,awas
ayang,sayang
ayok,ayo
bacot,banyak bicara
bangdes,pembangunan desa
bangkotan,tua
banpres,bantuan presiden
bansarkas,bantuan sarana kesehatan
bazis,"badan amal, zakat, infak, dan sedekah"
bcoz,karena
beb,sayang
bejibun,banyak
berdikari,berdiri di atas kaki sendiri
beti,beda tipis
bhubu,tidur
bimbuluh,bimbingan dan penyuluhan
bisi,kalau-kalau
bl,beli
bnchi,benci
bngung,bingung
bohay,badan aduhai
bokep,porno
bokin,pacar
bolot,bodoh
bonyok,ayah ibu
bpk,bapak
brb,segera kembali
brngkt,berangkat
brur,saudara laki-laki
daring,online
bu_bu,tidur
bubarin,bubarkan
buber,buka bersama
bujubune,luar biasa
buser,buru sergap
bwhn,bawahan
byar,bayar
byr,bayar
c8,chat
cabut,pergi
caem,cakep
cama-cama,sama-sama
cangcut,celana dalam
caur,jelek
cekak,tidak ada uang
cekidot,coba lihat
cemplungin,cemplungkan
ceper,pendek
ceu,kakak perempuan
cibuk,sibuk
cin,cinta
ciye,cie
ckck,ck
clbk,cinta lama bersemi kembali
cmpr,campur
cnenk,senang
congor,mulut
coz,karena
gombal,suka merayu
gpl,tidak pakai lama
gretong,gratis
guys,teman-teman
gws,cepat sembuh
haghaghag,tertawa
hakhak,tertawa
handak,bahan peledak
hansip,pertahanan sipil
hellow,halo
helow,halo
hi,hai
hlng,hilang
houm,rumah
hubad,hubungan angkatan darat
hubla,perhubungan laut
huft,mengeluh
humas,hubungan masyarakat
idk,saya tidak tahu
ilfeel,tidak suka
imba,jago sekali
info,informasi
itung,hitung
isengin,bercanda
iyala,iya lah
iyo,iya
jablay,jarang dibelai
jadul,jaman dulu
jancuk,anjing
jdikan,jadikan
jijay,jijik
jnj,janji
jth,jatuh
jurdil,jujur adil
kabag,kepala bagian
kadit,kepala direktorat
kamtib,keamanan dan ketertiban
kamuh,kamu
kamyu,kamu
kapt,kapten
kasat,kepala satuan
kasubbid,kepala subbidang
kau,kamu
kbar,kabar
kcian,kasihan
kedubes,kedutaan besar
keneh,masih
kepikiran,terpikirkan
kepo,mau tahu urusan orang
kere,tidak punya uang
kesian,kasihan
keukeuh,keras kepala
kibus,kaki busuk
klwrga,keluarga
kmari,kemari
kmpus,kampus
kompi,komputer
komtiong,komunis tiongkok
konjen,konsulat jenderal
kptsan,keputusan
krik,garing
ktauan,ketahuan
kudu,harus
kuq,kok
kykny,kayanya
laka,kecelakaan
lambreta,lambat
lansia,lanjut usia
lapas,lembaga pemasyarakatan
lbur,libur
lgkp,lengkap
linmas,perlindungan masyarakat
lmyan,lumayan
lngkp,lengkap
loch,loh
lol,tertawa
lom,belum
loupz,cinta
lowh,kamu
luff,cinta
luph,cinta
maaciw,terima kasih
mabes,markas besar
macem-macem,macam-macam
madesu,masa depan suram
mahatma,maju sehat bersama
mak,ibu
malah,bahkan
mamz,makan
manies,manis
markus,makelar kasus
mending,lebih baik
mhn,mohon
miker,minuman keras
milis,mailing list
mls,malas
moge,motor gede
mokat,mati
mosok,masa
mskpn,meskipun
msng2,masing-masing
muahal,mahal
muker,musyawarah kerja
munaslub,musyawarah nasional luar biasa
musda,musyawarah daerah
muup,maaf
muuv,maaf
nal,kenal
naon,apa
napol,narapidana politik
naq,anak
narsis,bangga pada diri sendiri
nax,anak
nekolim,neokolonialisme
nelfon,menelepon
ngabis2in,menghabiskan
ngampus,pergi ke kampus
ngaruh,berpengaruh
ngawur,berbicara sembarangan
ngeceng,kumpul bareng-bareng
ngekos,tinggal di kos
ngelamar,melamar
ngikut,ikut
nginep,menginap
ngisi,mengisi
ngocol,lucu
ngumpul,berkumpul
nyasar,tersesat
nyariin,mencari
nyiapin,mempersiapkan
nyiram,menyiram
o/,oleh
ok,ok
priksa,periksa
pro,profesional
psn,pesan
puanas,panas
qmo,kamu
rame,ramai
raskin,rakyat miskin
red,redaksi
reg,register
renstra,rencana strategis
reskrim,reserse kriminal
sni,sini
somse,sombong sekali
sorry,maaf
sosbud,sosial-budaya
sospol,sosial-politik
sowry,maaf
spd,sepeda
subbag,subbagian
sumbangin,sumbangkan
tabanas,tabungan pembangunan nasional
tawh,tahu
te2p,tetap
tekor,rugi
telkom,telekomunikasi
telp,telepon
tengok,menjenguk
terbitin,terbitkan
thanks,terima kasih
thd,terhadap
thx,terimakasih
tipi,tv
tkg,tukang
tll,terlalu
tlpn,telepon
tmph,tumpah
tnda,tanda
tnh,tanah
togel,toto gelap
tq,thank you
trgntg,tergantung
munfik,munafik
reklamuk,reklamasi
tren,trend
ngehe,kesal
analisise,analisis
sadaar,sadar
sept,september
nmenarik,menarik
zonk,bodoh
rights,benar
simiskin,miskin
ngumpet,sembunyi
hardcore,keras
akhirx,akhirnya
solve,solusi
watuk,batuk
ngebully,intimidasi
masy,masyarakat
still,masih
tauk,tahu
mbual,bual
tioghoa,tionghoa
ngentotin,senggama
kentot,senggama
faktakta,fakta
sohib,teman
rubahnn,rubah
bdk2,anak anak
heters,pembenci
nyembah,sembah
most,paling
ikon,lambang
light,terang
pndukung,pendukung
setting,atur
seting,akting
next,lanjut
waspadalah,waspada
gantengsaya,ganteng
parte,partai
nipu,tipu
ktipu,tipu
jentelmen,berani
buangbuang,buang
tsangka,tersangka
ista,nista
less,kurang
koar,teriak
paranoid,takut
problem,masalah
tahi,kotoran
tirani,tiran
tilep,tilap
happy,bahagia
penertiban,tertib
uasai,kuasa
mnolak,tolak
trending,trend
wkwkkw,tertawa
ahokncc,ahok
istaa,nista
aku,saya
benarjujur,jujur
onlineotak,otak daring
oflen,offline
cancel,batal
tgs,tugas
workfromhome,bekerja dari rumah
and,dan
dha,dia
cpt2,cepat cepat
msi,masih
mtkk,matematika
mtkkk,matematika
ortuku,orang tuaku
ytb,youtube
begimanaaa,bagaimana
laptoo,laptop
ngapsen,mengabsen
bisa2,bisa-bisa
menyulidkan,menyulitkan
dadi,jadi
pembeljrn,pembelajaran
tny,tanya
oplen,offline
slrh,seluruh
ketum,ketua umum
adkel,adik kelas
mntp,mantap
r i p,mati
dahlah,sudahlah
ckuplah,cukuplah
kulon,kuliah online
pulang2,pulang-pulang
cororong,corona
notip,notifikasi
ambis,ambisi
onlennnn,online
matlis,mati listrik
tementemen,teman-teman
jahat2,jahat jahat
kulyah,kuliah
school,sekolah
nyusahke,nyusahkan
irit2,irit irit
mudeng,ngerti
paham2,paham paham
jingan,bajingan
mless,malas
class,kelas
skul,sekolah
kelar2,kelar kelar
guru2,guru-guru
pinter2,pinter-pinter
tipsen,titip absen
gblggg,goblok
gblg,goblok
anjg,anjing
males banget,sangat malas
mles,males
ajggg,anjing
tida,tidak
paling burung,paling buruk
kelen,kalian
stgh,setengah
oengen,mau
tyda,tidak
ako,aku
lebi,lebih
onlineee,online
banya,banyak
ibuk,ibu
dom,domisili
sekaliii,sekali
gblk,bodoh
sokusinya,solusinya
anjim,anjing
flishhh,plis
online,onlen
us,ujian sekolah
utbk,ujian tulis berbasis komputer
ngalong,begadang
please,tolong
masup,masuk
nngys,nangis
goblo,bodoh
gwa,aku
tkt,takut
we,aku
kerad,gila
rl,real life
lnjut,lanjut
nder,brother
sekul,sekolah
gc,group chat
mhs,mahasiswa
bgst,bangsat
classes,kelas
conference,konferensi
kadis,kepala dinas
kabid,kepala bidang
entah,tidak tahu
lupaa,lupa
tl,timeline
prefer,lebih memilih
kampus2,kampus-kampus
dpr,dewan perwakilan rakyat
rapotan,raport
i,saya
mean,maksud
blas,sama sekali
flis,tolong
gakuad,tidak kuat
bk,besok
hate,benci
gabut,bosan
wth,apa apaan
satu2nya,satu-satunya
ena,enak
statistics,statistik
manusya,manusia
kwad,kuat
cumanan,hanya
tmptku,tempatku
ngapainnnn,ngapain
lord,tuan
langsungg,langsung
kbnykn,kebanyakan
sfh,belajar dari rumah
smngt,semangat
rewelnya,susahnya
ppdb,penerimaan peserta didik baru
nakes,tenaga kesehatan
lipia,lembaga ilmu pengetahuan islam dan arab
unk,untuk
makasihh,terimakasih
suruu,suruh
reward,penghargaan
un,ujian nasional
ipk,indeks prestasi kumulatif
ngx,tidak
pls,tolong
gatahan,tidak tahan
day,hari
mageran,malas gerak
nerapin,menerapkan
cuman,hanya
betuls,betul
krucil2,anak-anak
ngurusinnya,mengurusnya
matkul,mata kuliah
jl,jalan
jakpus,jakarta pusat
for,untuk
education,pendidikan
boro,jangankan
ges,guys
muk,mau
graphic,grafik
gaaaa,tidak
teross,terus
break,istirahat
hyung,kakak
good night,selamat malam
medsos,media sosial
ldr,hubungan jarak jauh
seabreg,banyak
gatidur,tidak tidur
berb,verb
bo,mau
netthink,nethink
cicle,lingkungan
kaayak,seperti
yaallah,ya allah
b,bahasa
apk,aplikasi
pebisnis,pembisnis
opo,apa
ora,tidak
sabaarrrr,sabar
prepare,mempersiapkan
halokes,sekolah
bobo,tidur
after,setelah
kndisi,kondisi
yth,yang terhormat
brkontribusi,berkontribusi
mmbuat,membuat
adik2,adik-adik
blkngan,belakangan
mama,ibu
teacher,guru
well,jadi
ujung2nya,akhirnya
sudahhh,sudah
agsts,agustus
ipnya,indeks prestasi nya
krs,kartu rencana studi
5nya,5
gaenak,tidak enak
ngulang,mengulang
biar,supaya
bikin,buat
ujung,akhirnya
req,request
bobol,menjebol
ready,siap
kids,anak-anak
must,harus
be safe,berhati-hati
bantuinn,bantuin
pic,picture
they,mereka
not,belum
man,laki-laki dewasa
iq,aku
jkw,jokowi
sbnrnya,sebenarnya
soale,soalnya
assesment,penilaian
magang2,magang
mon maap,mohon maaf
gajadi,tidak jadi
gakan,tidak akan
nyuwun sewu,maaf
pki,partai komunis indonesia
malming,malam minggu
tuh,itu
sumpahlah,sumpah
rto,request time out
face to face,tatap muka
online class,kelas online
kgk,tidak
pliss,tolong
taknak,tidak mau
ndek,di
hp,handphone
ngesakno,menyusahkan
dekne,ngrsakno
universiti,universitas
ndilok,melihat
jelimet,rumit
cuba,coba
nak,mau
belii,beli
mashok,masuk
udaa,sudah
gedeee,besar
worth,bernilai
baiknya,sebaiknya
gwe,aku
from,dari
home,rumah
mmf,maaf
dipke,dipake
gangerti,tidak mengerti
free,bebas
rt,retweet
nsk,mau
kayaknya,sepertinya
sekaly,sekali
rada,agak
nyantol,nyangkut
ptn,perguruan tinggi negeri
bareng,bareng-bareng
gesss,guys
skuy,yuk
gugel,google
misqueen,miskin
menjadu,menajdi
vc,video call
spp,sumbangan pembinaan pendidikan
mbolos,bolos
diy,daerah istimewa yogyakarta
manala,mana yang
nambah2,nambah-nambah
keja,kerja
hengpon,handphone
murit,murid
klayapan,kelayapan
gilaaaaa,gila
ukt,uang kuliah tinggal
kls,kelas
kpai,komisi perlindungan anak indonesia
riweh,ribet
brou,bro
kmtllll,kontol
pembelajaranjarakjauh,pembelajaran jarak jauh
